姓名,球队,薪金（万美元）,赛季
Anthony Carter,MIN,90,05-06
Anthony Carter,DEN,110,07-08
Anthony Carter,DEN,115,08-09
Anthony Carter,DEN,131,09-10
Anthony Carter,NYK,135,10-11
Anthony Carter,TOR,135,11-12
Matt Carroll,POR,35,03-04
Matt Carroll,CHA,110,05-06
Matt Carroll,CHA,119,06-07
Matt Carroll,CHA,545,07-08
Matt Carroll,DAL,505,08-09
Matt Carroll,DAL,470,09-10
Matt Carroll,CHA,430,10-11
Matt Carroll,CHA,390,11-12
Matt Carroll,NOH,350,12-13
Joe Barry,GSW,80,85-86
Joe Barry,HOU,133,87-88
Joe Barry,,140,88-89
Joe Barry,PHO,35,90-91
Joe Barry,PHO,93,91-92
DeMarre Carroll,MEM,101,09-10
DeMarre Carroll,HOU,109,10-11
DeMarre Carroll,UTA,54,11-12
DeMarre Carroll,DEN,29,11-12
DeMarre Carroll,UTA,89,12-13
DeMarre Carroll,ATL,256,13-14
DeMarre Carroll,ATL,244,14-15
DeMarre Carroll,TOR,1350,15-16
DeMarre Carroll,TOR,1420,16-17
DeMarre Carroll,BKN,1480,17-18
DeMarre Carroll,BKN,1540,18-19
Kenny Carr,POR,27,85-86
Cory Carr,CHI,29,98-99
Chris Carr,PHO,20,95-96
Chris Carr,MIN,75,96-97
Chris Carr,MIN,90,97-98
Chris Carr,,100,98-99
Chris Carr,CHI,3,99-00
Chris Carr,GSW,6,99-00
Chris Carr,BOS,120,00-01
Antoine Carr,ATL,34,85-86
Antoine Carr,ATL,40,87-88
Antoine Carr,ATL,46,88-89
Antoine Carr,SAC,61,90-91
Antoine Carr,SAS,126,91-92
Antoine Carr,SAS,123,92-93
Antoine Carr,SAS,135,93-94
Antoine Carr,UTA,67,94-95
Antoine Carr,UTA,253,95-96
Antoine Carr,UTA,230,96-97
Antoine Carr,UTA,160,97-98
Antoine Carr,,100,99-00
Rodney Carney,PHI,144,06-07
Rodney Carney,PHI,155,07-08
Rodney Carney,MIN,166,08-09
Rodney Carney,PHI,86,09-10
Rodney Carney,GSW,38,10-11
Rodney Carney,MEM,27,10-11
Rick Carlisle,BOS,9,85-86
Rick Carlisle,NYK,10,87-88
Rick Carlisle,NYK,13,88-89
Geno Carlisle,POR,7,04-05
Brian Cardinal,DET,32,00-01
Brian Cardinal,DET,47,01-02
Brian Cardinal,WAS,59,02-03
Brian Cardinal,GSW,66,03-04
Brian Cardinal,MEM,490,04-05
Brian Cardinal,MEM,539,05-06
Brian Cardinal,MEM,540,06-07
Brian Cardinal,MEM,585,07-08
Brian Cardinal,MIN,630,08-09
Brian Cardinal,NYK,675,09-10
Brian Cardinal,DAL,135,10-11
Brian Cardinal,DAL,135,11-12
Derrick Caracter,LAL,47,10-11
Derrick Caracter,LAL,27,11-12
Tony Campbell,DET,16,85-86
Tony Campbell,LAL,8,87-88
Tony Campbell,LAL,27,88-89
Tony Campbell,MIN,120,90-91
Tony Campbell,MIN,118,91-92
Tony Campbell,NYK,138,92-93
Tony Campbell,DAL,168,93-94
Tony Campbell,CLE,65,94-95
Elden Campbell,LAL,58,90-91
Elden Campbell,LAL,58,91-92
Elden Campbell,LAL,58,92-93
Elden Campbell,LAL,170,93-94
Elden Campbell,LAL,210,94-95
Elden Campbell,LAL,220,95-96
Elden Campbell,LAL,700,96-97
Elden Campbell,LAL,700,97-98
Elden Campbell,CHA,700,98-99
Elden Campbell,CHA,798,99-00
Elden Campbell,CHA,805,00-01
Elden Campbell,CHA,798,01-02
Elden Campbell,NOH,805,02-03
Elden Campbell,DET,400,03-04
Elden Campbell,DET,440,04-05
Marcus Camby,TOR,243,96-97
Marcus Camby,TOR,280,97-98
Marcus Camby,NYK,316,98-99
Marcus Camby,NYK,525,99-00
Marcus Camby,NYK,575,00-01
Marcus Camby,NYK,730,01-02
Marcus Camby,DEN,675,02-03
Marcus Camby,DEN,725,03-04
Marcus Camby,DEN,850,04-05
Marcus Camby,DEN,915,05-06
Marcus Camby,DEN,880,06-07
Marcus Camby,DEN,1125,07-08
Marcus Camby,LAC,1000,08-09
Marcus Camby,POR,765,09-10
Marcus Camby,POR,1175,10-11
Marcus Camby,POR,1123,11-12
Marcus Camby,NYK,459,12-13
Marcus Camby,HOU,140,13-14
Marcus Camby,TOR,438,13-14
Marcus Camby,TOR,65,14-15
Dexter Cambridge,DAL,15,92-93
Rick Calloway,SAC,13,90-91
Adrian Caldwell,HOU,28,90-91
Adrian Caldwell,HOU,15,94-95
Adrian Caldwell,IND,23,95-96
Adrian Caldwell,CLE,2,97-98
Adrian Caldwell,DAL,27,97-98
Adrian Caldwell,IND,5,99-00
Jose Calderon,TOR,219,05-06
Jose Calderon,TOR,233,06-07
Jose Calderon,TOR,247,07-08
Jose Calderon,TOR,744,08-09
Jose Calderon,TOR,822,09-10
Jose Calderon,TOR,900,10-11
Jose Calderon,TOR,978,11-12
Jose Calderon,DET,1105,12-13
Jose Calderon,DAL,679,13-14
Jose Calderon,NYK,710,14-15
Jose Calderon,NYK,740,15-16
Jose Calderon,ATL,39,16-17
Jose Calderon,LAL,771,16-17
Jose Calderon,CLE,233,17-18
Michael Cage,LAC,25,85-86
Michael Cage,LAC,81,87-88
Michael Cage,,81,88-89
Michael Cage,,91,90-91
Michael Cage,,139,91-92
Michael Cage,,139,92-93
Michael Cage,,150,93-94
Michael Cage,CLE,164,94-95
Michael Cage,CLE,213,95-96
Michael Cage,PHI,147,96-97
Michael Cage,,206,97-98
Michael Cage,,235,98-99
Michael Cage,,51,99-00
Jason Caffey,CHI,63,95-96
Jason Caffey,CHI,70,96-97
Jason Caffey,CHI,85,97-98
Jason Caffey,GSW,368,98-99
Jason Caffey,GSW,394,99-00
Jason Caffey,MIL,438,00-01
Jason Caffey,MIL,481,01-02
Jason Caffey,MIL,525,02-03
Jason Caffey,MIL,569,03-04
Jason Caffey,MIL,415,04-05
Zarko Cabarkapa,PHO,122,03-04
Zarko Cabarkapa,PHO,131,04-05
Zarko Cabarkapa,GSW,140,05-06
Zarko Cabarkapa,GSW,216,06-07
Pat Durham,MIN,13,94-95
Kevin Durant,,417,07-08
Kevin Durant,OKC,448,08-09
Kevin Durant,OKC,480,09-10
Kevin Durant,OKC,605,10-11
Kevin Durant,OKC,1551,11-12
Kevin Durant,OKC,1667,12-13
Kevin Durant,OKC,1783,13-14
Kevin Durant,OKC,1900,14-15
Kevin Durant,OKC,2016,15-16
Kevin Durant,GSW,2654,16-17
Kevin Durant,GSW,2500,17-18
Kevin Durant,GSW,2625,18-19
Ronald Dupree,DET,62,04-05
Ronald Dupree,MIN,72,05-06
Ronald Dupree,DET,77,06-07
Ronald Dupree,DET,83,07-08
Ronald Dupree,TOR,6,10-11
 Dunn,DEN,23,85-86
 Dunn,DEN,35,87-88
Mike Dunleavy,GSW,310,02-03
Mike Dunleavy,GSW,333,03-04
Mike Dunleavy,GSW,357,04-05
Mike Dunleavy,GSW,451,05-06
Mike Dunleavy,IND,744,06-07
Mike Dunleavy,IND,822,07-08
Mike Dunleavy,IND,900,08-09
Mike Dunleavy,IND,978,09-10
Mike Dunleavy,IND,1056,10-11
Mike Dunleavy,MIL,375,11-12
Mike Dunleavy,MIL,375,12-13
Mike Dunleavy,CHI,318,13-14
Mike Dunleavy,CHI,333,14-15
Mike Dunleavy,CHI,450,15-16
Mike Dunleavy,ATL,484,16-17
Mike Dunleavy,ATL,166,17-18
Mike Dunleavy_,MIL,20,85-86
Tim Duncan,SAS,297,97-98
Tim Duncan,SAS,341,98-99
Tim Duncan,SAS,386,99-00
Tim Duncan,SAS,966,00-01
Tim Duncan,SAS,1087,01-02
Tim Duncan,SAS,1207,02-03
Tim Duncan,SAS,1268,03-04
Tim Duncan,SAS,1426,04-05
Tim Duncan,SAS,1585,05-06
Tim Duncan,SAS,1743,06-07
Tim Duncan,SAS,1901,07-08
Tim Duncan,SAS,2060,08-09
Tim Duncan,SAS,2218,09-10
Tim Duncan,SAS,1870,10-11
Tim Duncan,SAS,2116,11-12
Tim Duncan,SAS,964,12-13
Tim Duncan,SAS,1036,13-14
Tim Duncan,SAS,1000,14-15
Tim Duncan,SAS,500,15-16
Tim Duncan,SAS,188,16-17
Tim Duncan,SAS,188,17-18
Tim Duncan,SAS,188,18-19
Tony Dumas,DAL,70,94-95
Tony Dumas,DAL,91,95-96
Tony Dumas,PHO,112,96-97
Tony Dumas,CLE,133,97-98
Richard Dumas,PHO,14,92-93
Richard Dumas,PHO,130,93-94
Richard Dumas,PHI,23,95-96
Joe Dumars,DET,17,85-86
Joe Dumars,DET,40,87-88
Joe Dumars,DET,40,88-89
Joe Dumars,DET,104,90-91
Joe Dumars,DET,130,91-92
Joe Dumars,DET,134,92-93
Joe Dumars,DET,128,93-94
Joe Dumars,DET,110,94-95
Joe Dumars,DET,688,95-96
Joe Dumars,DET,308,96-97
Joe Dumars,DET,300,97-98
Joe Dumars,DET,100,98-99
Joe Dumars,DET,51,99-00
Chris Duhon,CHI,39,04-05
Chris Duhon,CHI,280,05-06
Chris Duhon,CHI,302,06-07
Chris Duhon,CHI,325,07-08
Chris Duhon,NYK,559,08-09
Chris Duhon,NYK,603,09-10
Chris Duhon,ORL,350,10-11
Chris Duhon,ORL,350,11-12
Chris Duhon,LAL,350,12-13
Chris Duhon,LAL,150,13-14
Jared Dudley,CHA,114,07-08
Jared Dudley,PHO,122,08-09
Jared Dudley,PHO,131,09-10
Jared Dudley,PHO,215,10-11
Jared Dudley,PHO,425,11-12
Jared Dudley,PHO,425,12-13
Jared Dudley,LAC,425,13-14
Jared Dudley,MIL,425,14-15
Jared Dudley,WAS,425,15-16
Jared Dudley,PHO,1047,16-17
Jared Dudley,PHO,1000,17-18
Jared Dudley,PHO,953,18-19
Chris Dudley,CLE,8,87-88
Chris Dudley,CLE,23,88-89
Chris Dudley,,95,90-91
Chris Dudley,,100,91-92
Chris Dudley,,120,92-93
Chris Dudley,POR,79,93-94
Chris Dudley,POR,350,94-95
Chris Dudley,POR,380,95-96
Chris Dudley,POR,410,96-97
Chris Dudley,NYK,114,97-98
Chris Dudley,NYK,710,99-00
Chris Dudley,PHO,620,00-01
Chris Dudley,POR,100,01-02
Chris Dudley,,620,01-02
Chris Dudley,POR,103,02-03
Kevin Duckworth,POR,18,87-88
Kevin Duckworth,POR,200,88-89
Kevin Duckworth,POR,171,90-91
Kevin Duckworth,POR,201,91-92
Kevin Duckworth,POR,221,92-93
Kevin Duckworth,,231,93-94
Kevin Duckworth,,261,94-95
Kevin Duckworth,MIL,286,95-96
Kevin Duckworth,LAC,25,96-97
Predrag Drobnjak,,48,01-02
Predrag Drobnjak,,53,02-03
Predrag Drobnjak,LAC,250,03-04
Predrag Drobnjak,ATL,255,04-05
Clyde Drexler,POR,42,85-86
Clyde Drexler,POR,35,87-88
Clyde Drexler,POR,120,88-89
Clyde Drexler,POR,118,90-91
Clyde Drexler,POR,138,91-92
Clyde Drexler,POR,138,92-93
Clyde Drexler,POR,158,93-94
Clyde Drexler,POR,158,94-95
Clyde Drexler,HOU,981,95-96
Clyde Drexler,HOU,550,96-97
Clyde Drexler,HOU,550,97-98
Larry Drew,SAC,60,85-86
Larry Drew,LAC,60,87-88
Larry Drew,LAL,55,90-91
Larry Drew,LAL,60,91-92
Bryce Drew,HOU,86,98-99
Bryce Drew,HOU,111,99-00
Bryce Drew,CHI,118,00-01
Bryce Drew,CHA,130,01-02
Bryce Drew,NOH,130,02-03
Bryce Drew,NOH,130,03-04
Greg Dreiling,IND,18,87-88
Greg Dreiling,IND,20,88-89
Greg Dreiling,IND,30,90-91
Greg Dreiling,IND,60,91-92
Greg Dreiling,IND,65,92-93
Greg Dreiling,DAL,30,93-94
Greg Dreiling,CLE,15,94-95
Greg Dreiling,DAL,25,96-97
Goran Dragic,PHO,170,08-09
Goran Dragic,PHO,184,09-10
Goran Dragic,HOU,197,10-11
Goran Dragic,HOU,211,11-12
Goran Dragic,PHO,750,12-13
Goran Dragic,PHO,750,13-14
Goran Dragic,MIA,750,14-15
Goran Dragic,MIA,1478,15-16
Goran Dragic,MIA,1589,16-17
Goran Dragic,MIA,1700,17-18
Goran Dragic,MIA,1811,18-19
Goran Dragic,MIA,1922,19-20
Zabian Dowdell,PHO,24,10-11
Chris Douglas,,44,08-09
Chris Douglas,,74,09-10
Chris Douglas,MIL,85,10-11
Chris Douglas,DAL,7,12-13
Chris Douglas,BOS,92,14-15
Toney Douglas,NYK,100,09-10
Toney Douglas,NYK,107,10-11
Toney Douglas,NYK,115,11-12
Toney Douglas,SAC,207,12-13
Toney Douglas,MIA,160,13-14
Toney Douglas,GSW,160,13-14
Toney Douglas,NOH,27,14-15
Toney Douglas,IND,60,15-16
Toney Douglas,NOH,116,15-16
Toney Douglas,MEM,60,16-17
Sherman Douglas,MIA,33,90-91
Sherman Douglas,MIA,125,91-92
Sherman Douglas,BOS,187,92-93
Sherman Douglas,BOS,230,93-94
Sherman Douglas,BOS,273,94-95
Sherman Douglas,MIL,316,95-96
Sherman Douglas,MIL,359,96-97
Sherman Douglas,DEN,403,97-98
Sherman Douglas,,27,97-98
Sherman Douglas,LAC,220,98-99
Sherman Douglas,,100,99-00
Sherman Douglas,,110,00-01
Quincy Douby,SAC,124,06-07
Quincy Douby,SAC,133,07-08
Quincy Douby,SAC,143,08-09
Quincy Douby,TOR,9,09-10
Joey Dorsey,HOU,82,08-09
Joey Dorsey,SAC,88,09-10
Joey Dorsey,TOR,85,10-11
Joey Dorsey,HOU,95,14-15
Joey Dorsey,DEN,102,15-16
Keyon Dooling,LAC,154,00-01
Keyon Dooling,LAC,165,01-02
Keyon Dooling,LAC,177,02-03
Keyon Dooling,LAC,226,03-04
Keyon Dooling,MIA,75,04-05
Keyon Dooling,ORL,310,05-06
Keyon Dooling,ORL,335,06-07
Keyon Dooling,ORL,360,07-08
Keyon Dooling,,330,08-09
Keyon Dooling,,356,09-10
Keyon Dooling,MIL,200,10-11
Keyon Dooling,BOS,225,11-12
Keyon Dooling,BOS,135,12-13
Keyon Dooling,MEM,12,12-13
James Donaldson,DAL,52,85-86
James Donaldson,DAL,50,87-88
James Donaldson,DAL,60,88-89
James Donaldson,DAL,88,90-91
James Donaldson,DAL,88,91-92
Michael Doleac,ORL,105,98-99
Michael Doleac,ORL,136,99-00
Michael Doleac,ORL,145,00-01
Michael Doleac,CLE,200,01-02
Michael Doleac,NYK,140,02-03
Michael Doleac,NYK,154,03-04
Michael Doleac,MIA,240,04-05
Michael Doleac,MIA,264,05-06
Michael Doleac,MIA,288,06-07
Michael Doleac,MIN,312,07-08
Juan Dixon,WAS,117,02-03
Juan Dixon,WAS,126,03-04
Juan Dixon,WAS,135,04-05
Juan Dixon,POR,250,05-06
Juan Dixon,TOR,255,06-07
Juan Dixon,DET,255,07-08
Juan Dixon,WAS,100,08-09
Vlade Divac,LAL,77,90-91
Vlade Divac,LAL,94,91-92
Vlade Divac,LAL,363,92-93
Vlade Divac,LAL,413,93-94
Vlade Divac,LAL,333,94-95
Vlade Divac,LAL,333,95-96
Vlade Divac,CHA,472,96-97
Vlade Divac,CHA,483,97-98
Vlade Divac,SAC,830,98-99
Vlade Divac,SAC,884,99-00
Vlade Divac,SAC,964,00-01
Vlade Divac,SAC,1044,01-02
Vlade Divac,SAC,1125,02-03
Vlade Divac,SAC,1205,03-04
Vlade Divac,LAL,490,04-05
Vlade Divac,LAL,200,05-06
DeSagana Diop,CLE,184,01-02
DeSagana Diop,CLE,198,02-03
DeSagana Diop,CLE,212,03-04
DeSagana Diop,CLE,270,04-05
DeSagana Diop,DAL,185,05-06
DeSagana Diop,DAL,200,06-07
DeSagana Diop,,215,07-08
DeSagana Diop,CHA,559,08-09
DeSagana Diop,CHA,603,09-10
DeSagana Diop,CHA,648,10-11
DeSagana Diop,CHA,693,11-12
DeSagana Diop,CHA,737,12-13
Ike Diogu,GSW,199,05-06
Ike Diogu,IND,214,06-07
Ike Diogu,IND,229,07-08
Ike Diogu,SAC,291,08-09
Ike Diogu,NOH,88,09-10
Ike Diogu,LAC,61,10-11
Ike Diogu,SAS,6,11-12
Travis Diener,ORL,40,05-06
Travis Diener,ORL,66,06-07
Travis Diener,IND,150,07-08
Travis Diener,IND,162,08-09
Travis Diener,IND,174,09-10
Michael Dickerson,HOU,95,98-99
Michael Dickerson,,122,99-00
Michael Dickerson,,131,00-01
Michael Dickerson,MEM,194,01-02
Michael Dickerson,MEM,550,02-03
Michael Dickerson,MEM,619,03-04
Kaniel Dickens,POR,26,03-04
Kaniel Dickens,,48,04-05
Kaniel Dickens,LAC,3,05-06
Kaniel Dickens,CLE,26,07-08
Dan Dickau,ATL,78,02-03
Dan Dickau,ATL,84,03-04
Dan Dickau,NOH,89,04-05
Dan Dickau,BOS,225,05-06
Dan Dickau,POR,275,06-07
Dan Dickau,NYK,299,07-08
Dan Dickau,LAC,93,07-08
Guillermo Diaz,LAC,6,07-08
Yakhouba Diawara,DEN,41,06-07
Yakhouba Diawara,DEN,69,07-08
Yakhouba Diawara,MIA,88,08-09
Yakhouba Diawara,MIA,95,09-10
Boris Diaw,ATL,102,03-04
Boris Diaw,ATL,110,04-05
Boris Diaw,PHO,117,05-06
Boris Diaw,PHO,187,06-07
Boris Diaw,PHO,900,07-08
Boris Diaw,CHA,900,08-09
Boris Diaw,CHA,900,09-10
Boris Diaw,CHA,900,10-11
Boris Diaw,CHA,900,11-12
Boris Diaw,SAS,35,11-12
Boris Diaw,SAS,450,12-13
Boris Diaw,SAS,470,13-14
Boris Diaw,SAS,750,14-15
Boris Diaw,SAS,700,15-16
Boris Diaw,UTA,700,16-17
Derrick Dial,SAS,30,99-00
Derrick Dial,SAS,42,00-01
Derrick Dial,,54,01-02
Derrick Dial,ORL,3,03-04
DeMar DeRozan,TOR,228,09-10
DeMar DeRozan,TOR,245,10-11
DeMar DeRozan,TOR,263,11-12
DeMar DeRozan,TOR,334,12-13
DeMar DeRozan,TOR,950,13-14
DeMar DeRozan,TOR,950,14-15
DeMar DeRozan,TOR,950,15-16
DeMar DeRozan,TOR,2654,16-17
DeMar DeRozan,TOR,2774,17-18
DeMar DeRozan,TOR,2774,18-19
DeMar DeRozan,TOR,2774,19-20
DeMar DeRozan,TOR,2774,20-21
Luol Deng,CHI,227,04-05
Luol Deng,CHI,244,05-06
Luol Deng,CHI,261,06-07
Luol Deng,CHI,332,07-08
Luol Deng,CHI,939,08-09
Luol Deng,CHI,1037,09-10
Luol Deng,CHI,1135,10-11
Luol Deng,CHI,1233,11-12
Luol Deng,CHI,1331,12-13
Luol Deng,CLE,1428,13-14
Luol Deng,CHI,1428,13-14
Luol Deng,MIA,971,14-15
Luol Deng,MIA,1015,15-16
Luol Deng,LAL,1800,16-17
Luol Deng,LAL,1719,17-18
Luol Deng,LAL,1800,18-19
Luol Deng,LAL,1881,19-20
Dell Demps,SAS,23,95-96
Fennis Dembo,DET,10,88-89
Tony Delk,CHA,87,96-97
Tony Delk,CHA,100,97-98
Tony Delk,GSW,113,98-99
Tony Delk,SAC,49,99-00
Tony Delk,PHO,225,00-01
Tony Delk,PHO,248,01-02
Tony Delk,BOS,270,02-03
Tony Delk,DAL,293,03-04
Tony Delk,ATL,270,04-05
Tony Delk,ATL,338,05-06
Carlos Delfino,DET,90,04-05
Carlos Delfino,DET,97,05-06
Carlos Delfino,DET,104,06-07
Carlos Delfino,TOR,187,07-08
Carlos Delfino,MIL,350,09-10
Carlos Delfino,MIL,350,10-11
Carlos Delfino,MIL,350,11-12
Carlos Delfino,HOU,300,12-13
Carlos Delfino,MIL,325,13-14
Carlos Delfino,LAC,65,14-15
Carlos Delfino,LAC,65,15-16
Carlos Delfino,LAC,65,16-17
Carlos Delfino,LAC,65,17-18
Carlos Delfino,LAC,65,18-19
Bison Dele,ORL,78,91-92
Bison Dele,ORL,101,92-93
Bison Dele,DEN,124,93-94
Bison Dele,DEN,200,94-95
Bison Dele,LAC,220,95-96
Bison Dele,DET,405,97-98
Bison Dele,DET,486,98-99
Bison Dele,DET,577,99-00
Vinny Del,SAC,18,88-89
Vinny Del,SAS,92,92-93
Vinny Del,SAS,120,93-94
Vinny Del,SAS,147,94-95
Vinny Del,SAS,175,95-96
Vinny Del,SAS,202,96-97
Vinny Del,SAS,230,97-98
Vinny Del,MIL,175,98-99
Vinny Del,MIL,193,99-00
Vinny Del,GSW,210,00-01
Vinny Del,LAC,228,01-02
Terry Dehere,LAC,105,93-94
Terry Dehere,LAC,137,94-95
Terry Dehere,LAC,168,95-96
Terry Dehere,LAC,191,96-97
Terry Dehere,SAC,50,97-98
Terry Dehere,LAC,39,97-98
Terry Dehere,,54,98-99
Terry Dehere,SAC,58,98-99
Terry Dehere,IND,5,99-00
Andrew DeClercq,GSW,23,95-96
Andrew DeClercq,GSW,28,96-97
Andrew DeClercq,BOS,120,97-98
Andrew DeClercq,CLE,144,98-99
Andrew DeClercq,CLE,168,99-00
Andrew DeClercq,ORL,192,00-01
Andrew DeClercq,ORL,290,01-02
Andrew DeClercq,ORL,326,02-03
Andrew DeClercq,ORL,250,03-04
Andrew DeClercq,ORL,250,04-05
Darren Daye,,12,85-86
Austin Daye,DET,168,09-10
Austin Daye,DET,180,10-11
Austin Daye,DET,193,11-12
Austin Daye,MEM,296,12-13
Austin Daye,SAS,95,13-14
Austin Daye,TOR,95,13-14
Austin Daye,SAS,106,14-15
Austin Daye,ATL,13,14-15
Todd Day,MIL,133,92-93
Todd Day,MIL,172,93-94
Todd Day,MIL,212,94-95
Todd Day,BOS,252,95-96
Todd Day,BOS,292,96-97
Todd Day,MIA,27,97-98
Todd Day,PHO,51,99-00
Todd Day,MIN,74,00-01
Eric Dawson,SAS,4,11-12
Johnny Dawkins,SAS,33,87-88
Johnny Dawkins,SAS,48,88-89
Johnny Dawkins,PHI,150,90-91
Johnny Dawkins,PHI,170,91-92
Johnny Dawkins,PHI,190,92-93
Johnny Dawkins,PHI,210,93-94
Johnny Dawkins,PHI,168,94-95
Johnny Dawkins,DET,15,94-95
Darryl Dawkins,,81,85-86
Darryl Dawkins,DET,30,88-89
Walter Davis,PHO,68,85-86
Walter Davis,PHO,75,87-88
Walter Davis,DEN,60,88-89
Walter Davis,POR,90,90-91
Walter Davis,POR,100,91-92
Walter Davis,DEN,22,91-92
Terry Davis,MIA,25,90-91
Terry Davis,DAL,38,91-92
Terry Davis,DAL,154,92-93
Terry Davis,DAL,120,93-94
Terry Davis,DAL,156,94-95
Terry Davis,DAL,192,95-96
Terry Davis,DAL,230,96-97
Terry Davis,WAS,27,97-98
Terry Davis,WAS,175,98-99
Terry Davis,ORL,193,99-00
Terry Davis,DEN,92,00-01
Ricky Davis,CHA,68,98-99
Ricky Davis,CHA,88,99-00
Ricky Davis,MIA,94,00-01
Ricky Davis,CLE,150,01-02
Ricky Davis,CLE,455,02-03
Ricky Davis,BOS,500,03-04
Ricky Davis,BOS,546,04-05
Ricky Davis,BOS,591,05-06
Ricky Davis,MIN,636,06-07
Ricky Davis,MIA,682,07-08
Ricky Davis,LAC,230,08-09
Ricky Davis,LAC,248,09-10
Paul Davis,LAC,41,06-07
Paul Davis,LAC,69,07-08
Paul Davis,LAC,33,08-09
Paul Davis,WAS,8,09-10
Mark Davis,MIN,20,95-96
Mark Davis,PHI,25,96-97
Mark Davis,PHI,33,97-98
Mark Davis,MIA,10,99-00
Mark Davis,GSW,1,99-00
Josh Davis,PHI,62,04-05
Josh Davis,HOU,2,05-06
Josh Davis,MIL,13,05-06
Josh Davis,PHO,4,05-06
Josh Davis,MEM,31,11-12
Johnny Davis,CLE,30,85-86
Hubert Davis,NYK,59,92-93
Hubert Davis,NYK,76,93-94
Hubert Davis,NYK,94,94-95
Hubert Davis,NYK,112,95-96
Hubert Davis,TOR,130,96-97
Hubert Davis,DAL,54,97-98
Hubert Davis,DAL,65,98-99
Hubert Davis,DAL,75,99-00
Hubert Davis,DAL,210,00-01
Hubert Davis,WAS,242,01-02
Hubert Davis,DET,269,02-03
Hubert Davis,DET,296,03-04
Glen Davis,BOS,43,07-08
Glen Davis,BOS,71,08-09
Glen Davis,BOS,300,09-10
Glen Davis,BOS,330,10-11
Glen Davis,ORL,630,11-12
Glen Davis,ORL,640,12-13
Glen Davis,LAC,34,13-14
Glen Davis,ORL,640,13-14
Glen Davis,ORL,660,14-15
Glen Davis,LAC,123,14-15
Emanual Davis,HOU,22,96-97
Emanual Davis,HOU,33,97-98
Emanual Davis,,51,99-00
Emanual Davis,,61,00-01
Emanual Davis,ATL,72,01-02
Emanual Davis,ATL,82,02-03
Ed Davis,TOR,192,10-11
Ed Davis,TOR,206,11-12
Ed Davis,MEM,221,12-13
Ed Davis,MEM,315,13-14
Ed Davis,LAL,98,14-15
Ed Davis,POR,700,15-16
Ed Davis,POR,667,16-17
Ed Davis,POR,635,17-18
Dale Davis,IND,43,91-92
Dale Davis,IND,56,92-93
Dale Davis,IND,69,93-94
Dale Davis,IND,405,94-95
Dale Davis,IND,405,95-96
Dale Davis,IND,651,96-97
Dale Davis,IND,527,97-98
Dale Davis,IND,404,98-99
Dale Davis,IND,449,99-00
Dale Davis,POR,600,00-01
Dale Davis,POR,701,01-02
Dale Davis,POR,806,02-03
Dale Davis,POR,906,03-04
Dale Davis,GSW,1007,04-05
Dale Davis,DET,350,05-06
Dale Davis,DET,350,06-07
Charles Davis,MIL,9,85-86
Charles Davis,CHI,15,88-89
Brian Davis,MIN,15,93-94
Brad Davis,DAL,22,85-86
Brad Davis,DAL,24,87-88
Brad Davis,DAL,30,88-89
Brad Davis,DAL,60,90-91
Brad Davis,DAL,60,91-92
Ben Davis,PHO,22,96-97
Ben Davis,MIA,3,97-98
Ben Davis,NYK,43,98-99
Ben Davis,PHO,5,99-00
Ben Davis,HOU,18,03-04
Baron Davis,CHA,271,99-00
Baron Davis,CHA,292,00-01
Baron Davis,CHA,312,01-02
Baron Davis,NOH,394,02-03
Baron Davis,NOH,1096,03-04
Baron Davis,NOH,1233,04-05
Baron Davis,GSW,1370,05-06
Baron Davis,GSW,1507,06-07
Baron Davis,GSW,1644,07-08
Baron Davis,LAC,1125,08-09
Baron Davis,LAC,1215,09-10
Baron Davis,CLE,1300,10-11
Baron Davis,NYK,135,11-12
Baron Davis,CLE,1390,11-12
Baron Davis,CLE,1485,12-13
Antonio Davis,IND,57,93-94
Antonio Davis,IND,70,94-95
Antonio Davis,IND,80,95-96
Antonio Davis,IND,520,96-97
Antonio Davis,IND,450,97-98
Antonio Davis,IND,350,98-99
Antonio Davis,TOR,420,99-00
Antonio Davis,TOR,550,00-01
Antonio Davis,TOR,1100,01-02
Antonio Davis,TOR,1200,02-03
Antonio Davis,CHI,1293,03-04
Antonio Davis,CHI,1293,04-05
Antonio Davis,NYK,1393,05-06
Jermareo Davidson,CHA,43,07-08
Jermareo Davidson,GSW,42,08-09
Kornel David,CHI,29,98-99
Kornel David,CLE,3,99-00
Kornel David,CHI,18,99-00
Kornel David,TOR,50,00-01
Brad Daugherty,CLE,89,87-88
Brad Daugherty,CLE,99,88-89
Brad Daugherty,CLE,132,90-91
Brad Daugherty,CLE,225,91-92
Brad Daugherty,CLE,292,92-93
Brad Daugherty,CLE,354,93-94
Brad Daugherty,CLE,380,94-95
Brad Daugherty,CLE,470,95-96
Yinka Dare,,92,94-95
Yinka Dare,,118,95-96
Yinka Dare,,145,96-97
Yinka Dare,,155,97-98
Yinka Dare,ORL,166,98-99
Yinka Dare,ORL,189,99-00
Adrian Dantley,UTA,95,85-86
Adrian Dantley,DET,95,87-88
Adrian Dantley,DET,125,88-89
Adrian Dantley,MIL,40,90-91
Sasha Danilovic,MIA,146,95-96
Sasha Danilovic,MIA,189,96-97
Marquis Daniels,DAL,37,03-04
Marquis Daniels,DAL,490,04-05
Marquis Daniels,DAL,539,05-06
